C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image40.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image41.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image45.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image8.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image9.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image10.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image11.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image12.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image13.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image49.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image50.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image51.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image52.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image53.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image54.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image55.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image14.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image15.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image16.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image17.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image18.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image19.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image42.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image43.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image44.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image20.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image34.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image35.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image36.jpg;1
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image46.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image47.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image48.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image56.jpg;0
C:/Users/sasi.smart/Documents/0_UT Dallas/2nd Sem/VA/Assignment 4/Images/New/image57.jpg;0
